site_code,site_name,site_type,site_type_name,start_date,end_date,config_id,rkm,rkm_total,geometry,sthd_DPS,sthd_MPG,sthd_POP_NAME,sthd_TRT_POPID,sthd_GSI_Group
CATHEC,Catherine Creek,MRR,NA,NA,NA,0,522.271.232,1025,"c(-117.88785, 45.209666)",Snake River Basin Steelhead DPS,Grande Ronde River,Grande Ronde River upper mainstem,GRUMA-s,GRROND
CATHEW,Catherine Creek Weir,MRR,NA,NA,NA,0,522.271.232.032,1057,"c(-117.828617, 45.190964)",Snake River Basin Steelhead DPS,Grande Ronde River,Grande Ronde River upper mainstem,GRUMA-s,GRROND
CLWH,Clearwater Hatchery,MRR,NA,NA,NA,0,*,0,"c(-116.325927, 46.504699)",Snake River Basin Steelhead DPS,Clearwater River,North Fork Clearwater River,CRNFC-s,UPCLWR
DWOR,Dworshak National Fish Hatchery,MRR,NA,NA,NA,0,*,0,"c(-116.3235, 46.502001)",Snake River Basin Steelhead DPS,Clearwater River,Clearwater River lower mainstem,CRLMA-s,LOCLWR
FISTRP,Fish Creek Trap,MRR,NA,NA,NA,0,522.224.120.037.039.002,944,"c(-115.355127, 46.340115)",Snake River Basin Steelhead DPS,Clearwater River,Lochsa River,CRLOC-s,UPCLWR
GEORGC,"George Creek, Asotin Creek watershed",MRR,NA,NA,NA,0,522.234.005,761,"c(-117.198841, 46.192301)",Snake River Basin Steelhead DPS,Lower Snake,Asotin Creek,SNASO-s,LSNAKE
GRAND2,Grande Ronde River - Wallowa River to headwaters (km 131-325),MRR,NA,NA,NA,0,522.271,793,"c(-117.920526, 45.325636)",Snake River Basin Steelhead DPS,Grande Ronde River,Grande Ronde River upper mainstem,GRUMA-s,GRROND
GRANDW,Grande Ronde River Weir,MRR,NA,NA,NA,0,522.271.291,1084,"c(-118.388983, 45.248961)",Snake River Basin Steelhead DPS,Grande Ronde River,Grande Ronde River upper mainstem,GRUMA-s,GRROND
HORS3C,"Horse Creek, Imnaha River Basin",MRR,NA,NA,NA,0,522.308.018,848,"c(-116.727273, 45.549508)",Snake River Basin Steelhead DPS,Imnaha River,Imnaha River,IRMAI-s,IMNAHA
IMNAHW,Imnaha River Weir,MRR,NA,NA,NA,0,522.308.084,914,"c(-116.868664, 45.194276)",Snake River Basin Steelhead DPS,Imnaha River,Imnaha River,IRMAI-s,IMNAHA
IMNTRP,Imnaha Trap,MRR,NA,NA,NA,0,522.308.007,837,"c(-116.748, 45.7637)",Snake River Basin Steelhead DPS,Imnaha River,Imnaha River,IRMAI-s,IMNAHA
JOHNSC,Johnson Creek,MRR,NA,NA,NA,0,522.303.215.060.024,1124,"c(-115.548602, 44.733928)",Snake River Basin Steelhead DPS,Salmon River,South Fork Salmon River,SFMAI-s,SFSALM
JOSEPC,"Joseph Creek, Grande Ronde River Basin",MRR,NA,NA,NA,0,522.271.007,800,"c(-117.209152, 45.899793)",Snake River Basin Steelhead DPS,Grande Ronde River,Joseph Creek,GRJOS-s,GRROND
KNOXB,"Knox Bridge, SF Salmon River",MRR,NA,NA,NA,0,522.303.215.118,1158,"c(-115.702395, 44.655515)",Snake River Basin Steelhead DPS,Salmon River,South Fork Salmon River,SFMAI-s,SFSALM
LEMHIR,Lemhi River,MRR,NA,NA,NA,0,522.303.416,1241,"c(-113.625037, 44.910546)",Snake River Basin Steelhead DPS,Salmon River,Lemhi River,SRLEM-s,UPSALM
LOOH,Lookingglass Hatchery,MRR,NA,NA,NA,0,522.271.137.003,933,"c(-117.864406, 45.731538)",Snake River Basin Steelhead DPS,Grande Ronde River,Grande Ronde River upper mainstem,GRUMA-s,GRROND
LOOKGC,Lookingglass Creek,MRR,NA,NA,NA,0,522.271.137,930,"c(-117.960012, 45.757199)",Snake River Basin Steelhead DPS,Grande Ronde River,Grande Ronde River upper mainstem,GRUMA-s,GRROND
LOSTIR,Lostine River,MRR,NA,NA,NA,0,522.271.131.042,966,"c(-117.423589, 45.372814)",Snake River Basin Steelhead DPS,Grande Ronde River,Wallowa River,GRWAL-s,GRROND
LOSTIW,Lostine River Weir,MRR,NA,NA,NA,0,522.271.131.042.001,967,"c(-117.4845, 45.543266)",Snake River Basin Steelhead DPS,Grande Ronde River,Wallowa River,GRWAL-s,GRROND
LSHEEF,Little Sheep Facility,MRR,NA,NA,NA,0,522.308.032.005.008,875,"c(-116.930252, 45.477819)",Snake River Basin Steelhead DPS,Imnaha River,Imnaha River,IRMAI-s,IMNAHA
LYFE,Lyons Ferry Hatchery,MRR,NA,NA,NA,0,522.095,617,"c(-118.228727, 46.596918)",Snake River Basin Steelhead DPS,Lower Snake,Tucannon River,SNTUC-s,LSNAKE
MARSHC,Marsh Creek,MRR,NA,NA,NA,0,522.303.319.170,1314,"c(-115.16326, 44.390257)",Snake River Basin Steelhead DPS,Salmon River,Middle Fork Salmon River upper mainstem,MFUMA-s,MFSALM
NPTH,Nez Perce Tribal Hatchery,MRR,NA,NA,NA,0,522.224.038,784,"c(-116.6606, 46.5199)",Snake River Basin Steelhead DPS,Clearwater River,Clearwater River lower mainstem,CRLMA-s,LOCLWR
OXBO,Oxbow Hatchery (IDFG),MRR,NA,NA,NA,0,*,0,"c(-116.854655, 44.97254)",Snake River Basin Steelhead DPS,Hells Canyon,Hells Canyon,SNHCT-s,LSNAKE
PAHH,Pahsimeroi Hatchery,MRR,NA,NA,NA,0,522.303.489.011,1325,"c(-114.039471, 44.684139)",Snake River Basin Steelhead DPS,Salmon River,Pahsimeroi River,SRPAH-s,UPSALM
PANTHC,Panther Creek (Salmon River),MRR,NA,NA,NA,0,522.303.338,1163,"c(-114.235359, 45.091717)",Snake River Basin Steelhead DPS,Salmon River,Panther Creek,SRPAN-s,UPSALM
POTREF,East Fork Potlatch River,MRR,NA,NA,NA,0,522.224.024.065,835,"c(-116.349116, 46.847724)",Snake River Basin Steelhead DPS,Clearwater River,Clearwater River lower mainstem,CRLMA-s,LOCLWR
POWP,Powell Rearing Pond,MRR,NA,NA,NA,0,522.224.120.037.113,1016,"c(-114.680862, 46.508071)",Snake River Basin Steelhead DPS,Clearwater River,Lochsa River,CRLOC-s,UPCLWR
RAPH,Rapid River Hatchery,MRR,NA,NA,NA,0,522.303.140.007.006,978,"c(-116.394575, 45.353681)",Snake River Basin Steelhead DPS,Salmon River,Little Salmon and Rapid River,SRLSR-s,LOSALM
SALEFT,East Fork Salmon River Trap,MRR,NA,NA,NA,0,522.303.552.029,1406,"c(-114.428956, 44.118413)",Snake River Basin Steelhead DPS,Salmon River,East Fork Salmon River,SREFS-s,UPSALM
SALR4,Salmon River - Pahsimeroi River to headwaters (km 489-650),MRR,NA,NA,NA,0,522.303,825,"c(-114.610498, 44.25448)",Snake River Basin Steelhead DPS,Salmon River,Salmon River upper mainstem,SRUMA-s,UPSALM
SALREF,East Fork Salmon River,MRR,NA,NA,NA,0,522.303.552,1377,"c(-114.418674, 44.128783)",Snake River Basin Steelhead DPS,Salmon River,East Fork Salmon River,SREFS-s,UPSALM
SALRSF,South Fork Salmon River,MRR,NA,NA,NA,0,522.303.215,1040,"c(-115.743296, 44.928152)",Snake River Basin Steelhead DPS,Salmon River,South Fork Salmon River,SFMAI-s,SFSALM
SALSFW,South Fork Salmon River Weir,MRR,NA,NA,NA,0,522.303.215.115,1155,"c(-115.702953, 44.666874)",Snake River Basin Steelhead DPS,Salmon River,South Fork Salmon River,SFMAI-s,SFSALM
SALTRP,Salmon Trap,MRR,NA,NA,NA,0,522.303.103,928,"c(-116.292211, 45.662926)",Snake River Basin Steelhead DPS,Salmon River,Little Salmon and Rapid River,SRLSR-s,LOSALM
SAWT,Sawtooth Hatchery,MRR,NA,NA,NA,0,522.303.617,1442,"c(-114.883659, 44.150681)",Snake River Basin Steelhead DPS,Salmon River,Salmon River upper mainstem,SRUMA-s,UPSALM
SECESR,Secesh River,MRR,NA,NA,NA,0,522.303.215.059,1099,"c(-115.796847, 45.151953)",Snake River Basin Steelhead DPS,Salmon River,Secesh River,SFSEC-s,SFSALM
TENMC2,"Tenmile Creek, tributary to Snake River",MRR,NA,NA,NA,0,522.237,759,"c(-117.041854, 46.19525)",Snake River Basin Steelhead DPS,Lower Snake,Asotin Creek,SNASO-s,LSNAKE
TUCH,Tucannon River Hatchery,MRR,NA,NA,NA,0,522.100.058,680,"c(-117.66284, 46.320108)",Snake River Basin Steelhead DPS,Lower Snake,Tucannon River,SNTUC-s,LSNAKE
TUCR,Tucannon River,MRR,NA,NA,NA,0,522.100,622,"c(-117.711201, 46.395717)",Snake River Basin Steelhead DPS,Lower Snake,Tucannon River,SNTUC-s,LSNAKE
WALH,Wallowa Hatchery,MRR,NA,NA,NA,0,522.271.131.063.001,988,"c(-117.301573, 45.417567)",Snake River Basin Steelhead DPS,Grande Ronde River,Wallowa River,GRWAL-s,GRROND
YANKFK,Yankee Fork Salmon River,MRR,NA,NA,NA,0,522.303.591,1416,"c(-114.636147, 44.412169)",Snake River Basin Steelhead DPS,Salmon River,Salmon River upper mainstem,SRUMA-s,UPSALM
ALMOTC,Almota Creek - tributary to Snake River,MRR,NA,NA,NA,0,522.164,686,"c(-117.359348, 46.701606)",Snake River Basin Steelhead DPS,Lower Snake,Asotin Creek,SNASO-s,LSNAKE
BIGBEC,"Big Bear Creek, Potlatch River",MRR,NA,NA,NA,0,522.224.024.023,793,"c(-116.621142, 46.730007)",Snake River Basin Steelhead DPS,Clearwater River,Clearwater River lower mainstem,CRLMA-s,LOCLWR
CAMP4C,"Camp Creek, tributary to Big Sheep Creek, Imnaha drainage",MRR,NA,NA,NA,0,522.308.032.002,864,"c(-116.955678, 45.612929)",Snake River Basin Steelhead DPS,Imnaha River,Imnaha River,IRMAI-s,IMNAHA
DRY2C,Dry Creek - tributary to Imnaha River,MRR,NA,NA,NA,0,522.308.090,920,"c(-116.867075, 45.12179)",Snake River Basin Steelhead DPS,Imnaha River,Imnaha River,IRMAI-s,IMNAHA
EFPW,East Fork Potlatch River weir,MRR,NA,NA,NA,0,522.224.024.065.001,836,"c(-116.419333, 46.798477)",Snake River Basin Steelhead DPS,Clearwater River,Clearwater River lower mainstem,CRLMA-s,LOCLWR
FREEZC,Freezeout Creek - tributary to Imnaha River,MRR,NA,NA,NA,0,522.308.059,889,"c(-116.762169, 45.350411)",Snake River Basin Steelhead DPS,Imnaha River,Imnaha River,IRMAI-s,IMNAHA
GUMBTC,"Gumboot Creek, Imnaha River Basin",MRR,NA,NA,NA,0,522.308.086,916,"c(-116.941111, 45.155719)",Snake River Basin Steelhead DPS,Imnaha River,Imnaha River,IRMAI-s,IMNAHA
KOOS,Kooskia National Fish Hatchery,MRR,NA,NA,NA,0,522.224.120.004.001,871,"c(-115.946826, 46.129706)",Snake River Basin Steelhead DPS,Clearwater River,Clearwater River lower mainstem,CRLMA-s,LOCLWR
LBEARC,"Little Bear Creek, Potlatch River watershed",MRR,NA,NA,NA,0,522.224.024.023.002,795,"c(-116.707271, 46.67401)",Snake River Basin Steelhead DPS,Clearwater River,Clearwater River lower mainstem,CRLMA-s,LOCLWR
MAHOGC,"Mahogany Creek, Imnaha River Basin",MRR,NA,NA,NA,0,522.308.083,913,"c(-116.899988, 45.20021)",Snake River Basin Steelhead DPS,Imnaha River,Imnaha River,IRMAI-s,IMNAHA
PENAWC,Penawawa Creek - tributary to Snake River,MRR,NA,NA,NA,0,522.145,667,"c(-117.541357, 46.747772)",Snake River Basin Steelhead DPS,Lower Snake,Tucannon River,SNTUC-s,LSNAKE
POTRWF,West Fork Potlatch River,MRR,NA,NA,NA,0,522.224.024.083,853,"c(-116.451557, 46.923856)",Snake River Basin Steelhead DPS,Clearwater River,Clearwater River lower mainstem,CRLMA-s,LOCLWR
BON,BONNEVILLE PH1 JUVENILE,INT,Juvenile Fish Bypass Facility,2003-02-20T16:36:20Z,2003-07-31T00:00:00Z,100,234,234,"c(-121.946125, 45.641462)",NA,NA,NA,NA,NA
BON,BONNEVILLE PH1 JUVENILE,INT,Juvenile Fish Bypass Facility,2003-02-20T16:36:20Z,2003-07-31T00:00:00Z,100,234,234,"c(-121.946125, 45.641462)",NA,NA,NA,NA,NA
BON,BONNEVILLE ADULT WA SHORE,INT,Adult Fishway,1998-04-20T00:00:00Z,2001-01-22T10:51:59Z,100,234,234,"c(-121.936531, 45.649788)",NA,NA,NA,NA,NA
BON,BONNEVILLE ADULT WA SHORE,INT,Adult Fishway,1998-04-20T00:00:00Z,2001-01-22T10:51:59Z,100,234,234,"c(-121.936531, 45.649788)",NA,NA,NA,NA,NA
BON,BONNEVILLE ADULT WA SHORE,INT,Adult Fishway,1998-04-20T00:00:00Z,2001-01-22T10:51:59Z,100,234,234,"c(-121.936531, 45.649788)",NA,NA,NA,NA,NA
BON,BONNEVILLE ADULT WA SHORE,INT,Adult Fishway,1998-04-20T00:00:00Z,2001-01-22T10:51:59Z,100,234,234,"c(-121.936531, 45.649788)",NA,NA,NA,NA,NA
BON,BONNEVILLE ADULT WA SHORE,INT,Adult Fishway,1998-04-20T00:00:00Z,2001-01-22T10:51:59Z,100,234,234,"c(-121.936531, 45.649788)",NA,NA,NA,NA,NA
BON,BONNEVILLE ADULT WA SHORE,INT,Adult Fishway,1998-04-20T00:00:00Z,2001-01-22T10:51:59Z,100,234,234,"c(-121.936531, 45.649788)",NA,NA,NA,NA,NA
BON,BONNEVILLE ADULT WA SHORE,INT,Adult Fishway,1998-04-20T00:00:00Z,2001-01-22T10:51:59Z,100,234,234,"c(-121.936531, 45.649788)",NA,NA,NA,NA,NA
BON,BONNEVILLE ADULT WA SHORE,INT,Adult Fishway,1998-04-20T00:00:00Z,2001-01-22T10:51:59Z,100,234,234,"c(-121.936531, 45.649788)",NA,NA,NA,NA,NA
BON,BONNEVILLE ADULT WA SHORE,INT,Adult Fishway,1998-04-20T00:00:00Z,2001-01-22T10:51:59Z,100,234,234,"c(-121.936531, 45.649788)",NA,NA,NA,NA,NA
BON,BONNEVILLE ADULT WA SHORE,INT,Adult Fishway,1998-04-20T00:00:00Z,2001-01-22T10:51:59Z,100,234,234,"c(-121.936531, 45.649788)",NA,NA,NA,NA,NA
BON,BONNEVILLE ADULT WA SHORE,INT,Adult Fishway,1998-04-20T00:00:00Z,2001-01-22T10:51:59Z,100,234,234,"c(-121.936531, 45.649788)",NA,NA,NA,NA,NA
BON,BONNEVILLE ADULT WA SHORE,INT,Adult Fishway,1998-04-20T00:00:00Z,2001-01-22T10:51:59Z,100,234,234,"c(-121.936531, 45.649788)",NA,NA,NA,NA,NA
BON,BONNEVILLE ADULT WA SHORE,INT,Adult Fishway,1998-04-20T00:00:00Z,2001-01-22T10:51:59Z,100,234,234,"c(-121.936531, 45.649788)",NA,NA,NA,NA,NA
BON,BONNEVILLE ADULT WA SHORE,INT,Adult Fishway,1998-04-20T00:00:00Z,2001-01-22T10:51:59Z,100,234,234,"c(-121.936531, 45.649788)",NA,NA,NA,NA,NA
BON,BONNEVILLE ADULT WA SHORE,INT,Adult Fishway,1998-04-20T00:00:00Z,2001-01-22T10:51:59Z,100,234,234,"c(-121.936531, 45.649788)",NA,NA,NA,NA,NA
BON,BONNEVILLE ADULT WA SHORE,INT,Adult Fishway,1998-04-20T00:00:00Z,2001-01-22T10:51:59Z,100,234,234,"c(-121.936531, 45.649788)",NA,NA,NA,NA,NA
BON,BONNEVILLE ADULT WA SHORE,INT,Adult Fishway,1998-04-20T00:00:00Z,2001-01-22T10:51:59Z,100,234,234,"c(-121.936531, 45.649788)",NA,NA,NA,NA,NA
BON,BONNEVILLE ADULT WA SHORE,INT,Adult Fishway,1998-04-20T00:00:00Z,2001-01-22T10:51:59Z,100,234,234,"c(-121.936531, 45.649788)",NA,NA,NA,NA,NA
BON,BONNEVILLE ADULT WA SHORE,INT,Adult Fishway,1998-04-20T00:00:00Z,2001-01-22T10:51:59Z,100,234,234,"c(-121.936531, 45.649788)",NA,NA,NA,NA,NA
BON,BONNEVILLE ADULT WA SHORE,INT,Adult Fishway,2001-01-22T10:51:59Z,2002-12-06T00:00:00Z,110,234,234,"c(-121.936531, 45.649788)",NA,NA,NA,NA,NA
BON,BONNEVILLE ADULT WA SHORE,INT,Adult Fishway,2001-01-22T10:51:59Z,2002-12-06T00:00:00Z,110,234,234,"c(-121.936531, 45.649788)",NA,NA,NA,NA,NA
BON,BONNEVILLE ADULT WA SHORE,INT,Adult Fishway,2001-01-22T10:51:59Z,2002-12-06T00:00:00Z,110,234,234,"c(-121.936531, 45.649788)",NA,NA,NA,NA,NA
BON,BONNEVILLE ADULT WA SHORE,INT,Adult Fishway,2001-01-22T10:51:59Z,2002-12-06T00:00:00Z,110,234,234,"c(-121.936531, 45.649788)",NA,NA,NA,NA,NA
BON,BONNEVILLE ADULT WA SHORE,INT,Adult Fishway,2001-01-22T10:51:59Z,2002-12-06T00:00:00Z,110,234,234,"c(-121.936531, 45.649788)",NA,NA,NA,NA,NA
BON,BONNEVILLE ADULT WA SHORE,INT,Adult Fishway,2001-01-22T10:51:59Z,2002-12-06T00:00:00Z,110,234,234,"c(-121.936531, 45.649788)",NA,NA,NA,NA,NA
BON,BONNEVILLE ADULT WA SHORE,INT,Adult Fishway,2001-01-22T10:51:59Z,2002-12-06T00:00:00Z,110,234,234,"c(-121.936531, 45.649788)",NA,NA,NA,NA,NA
BON,BONNEVILLE ADULT WA SHORE,INT,Adult Fishway,2001-01-22T10:51:59Z,2002-12-06T00:00:00Z,110,234,234,"c(-121.936531, 45.649788)",NA,NA,NA,NA,NA
BON,BONNEVILLE ADULT WA SHORE,INT,Adult Fishway,2001-01-22T10:51:59Z,2002-12-06T00:00:00Z,110,234,234,"c(-121.936531, 45.649788)",NA,NA,NA,NA,NA
BON,BONNEVILLE ADULT WA SHORE,INT,Adult Fishway,2001-01-22T10:51:59Z,2002-12-06T00:00:00Z,110,234,234,"c(-121.936531, 45.649788)",NA,NA,NA,NA,NA
BON,BONNEVILLE ADULT WA SHORE,INT,Adult Fishway,2001-01-22T10:51:59Z,2002-12-06T00:00:00Z,110,234,234,"c(-121.936531, 45.649788)",NA,NA,NA,NA,NA
BON,BONNEVILLE ADULT WA SHORE,INT,Adult Fishway,2001-01-22T10:51:59Z,2002-12-06T00:00:00Z,110,234,234,"c(-121.936531, 45.649788)",NA,NA,NA,NA,NA
BON,BONNEVILLE ADULT WA SHORE,INT,Adult Fishway,2001-01-22T10:51:59Z,2002-12-06T00:00:00Z,110,234,234,"c(-121.936531, 45.649788)",NA,NA,NA,NA,NA
BON,Bonneville PH2 Juvenile,INT,Juvenile Fish Bypass Facility,1996-04-01T00:00:00Z,1997-02-08T10:37:01Z,100,234,234,"c(-121.9653, 45.636816)",NA,NA,NA,NA,NA
BON,Bonneville PH2 Juvenile,INT,Juvenile Fish Bypass Facility,1997-02-08T10:37:01Z,1999-03-19T09:28:29Z,110,234,234,"c(-121.9653, 45.636816)",NA,NA,NA,NA,NA
BON,Bonneville PH2 Juvenile,INT,Juvenile Fish Bypass Facility,1997-02-08T10:37:01Z,1999-03-19T09:28:29Z,110,234,234,"c(-121.9653, 45.636816)",NA,NA,NA,NA,NA
BON,Bonneville PH2 Juvenile,INT,Juvenile Fish Bypass Facility,1997-02-08T10:37:01Z,1999-03-19T09:28:29Z,110,234,234,"c(-121.9653, 45.636816)",NA,NA,NA,NA,NA
BON,Bonneville PH2 Juvenile,INT,Juvenile Fish Bypass Facility,1997-02-08T10:37:01Z,1999-03-19T09:28:29Z,110,234,234,"c(-121.9653, 45.636816)",NA,NA,NA,NA,NA
BON,Bonneville PH2 Juvenile,INT,Juvenile Fish Bypass Facility,1997-02-08T10:37:01Z,1999-03-19T09:28:29Z,110,234,234,"c(-121.9653, 45.636816)",NA,NA,NA,NA,NA
BON,Bonneville PH2 Juvenile,INT,Juvenile Fish Bypass Facility,1997-02-08T10:37:01Z,1999-03-19T09:28:29Z,110,234,234,"c(-121.9653, 45.636816)",NA,NA,NA,NA,NA
BON,Bonneville PH2 Juvenile,INT,Juvenile Fish Bypass Facility,1997-02-08T10:37:01Z,1999-03-19T09:28:29Z,110,234,234,"c(-121.9653, 45.636816)",NA,NA,NA,NA,NA
BON,Bonneville PH2 Juvenile,INT,Juvenile Fish Bypass Facility,1997-02-08T10:37:01Z,1999-03-19T09:28:29Z,110,234,234,"c(-121.9653, 45.636816)",NA,NA,NA,NA,NA
BON,Bonneville PH2 Juvenile,INT,Juvenile Fish Bypass Facility,1997-02-08T10:37:01Z,1999-03-19T09:28:29Z,110,234,234,"c(-121.9653, 45.636816)",NA,NA,NA,NA,NA
BON,Bonneville PH2 Juvenile,INT,Juvenile Fish Bypass Facility,1999-03-19T09:28:29Z,1999-12-22T12:38:18Z,120,234,234,"c(-121.9653, 45.636816)",NA,NA,NA,NA,NA
BON,Bonneville PH2 Juvenile,INT,Juvenile Fish Bypass Facility,1999-03-19T09:28:29Z,1999-12-22T12:38:18Z,120,234,234,"c(-121.9653, 45.636816)",NA,NA,NA,NA,NA
BON,Bonneville PH2 Juvenile,INT,Juvenile Fish Bypass Facility,1999-03-19T09:28:29Z,1999-12-22T12:38:18Z,120,234,234,"c(-121.9653, 45.636816)",NA,NA,NA,NA,NA
BON,Bonneville PH2 Juvenile,INT,Juvenile Fish Bypass Facility,1999-03-19T09:28:29Z,1999-12-22T12:38:18Z,120,234,234,"c(-121.9653, 45.636816)",NA,NA,NA,NA,NA
BON,Bonneville PH2 Juvenile,INT,Juvenile Fish Bypass Facility,1999-12-22T12:38:18Z,2001-01-22T10:52:04Z,130,234,234,"c(-121.9653, 45.636816)",NA,NA,NA,NA,NA
BON,Bonneville PH2 Juvenile,INT,Juvenile Fish Bypass Facility,1999-12-22T12:38:18Z,2001-01-22T10:52:04Z,130,234,234,"c(-121.9653, 45.636816)",NA,NA,NA,NA,NA
BON,Bonneville PH2 Juvenile,INT,Juvenile Fish Bypass Facility,1999-12-22T12:38:18Z,2001-01-22T10:52:04Z,130,234,234,"c(-121.9653, 45.636816)",NA,NA,NA,NA,NA
BON,Bonneville PH2 Juvenile,INT,Juvenile Fish Bypass Facility,1999-12-22T12:38:18Z,2001-01-22T10:52:04Z,130,234,234,"c(-121.9653, 45.636816)",NA,NA,NA,NA,NA
BON,Bonneville PH2 Juvenile,INT,Juvenile Fish Bypass Facility,1999-12-22T12:38:18Z,2001-01-22T10:52:04Z,130,234,234,"c(-121.9653, 45.636816)",NA,NA,NA,NA,NA
BON,Bonneville PH2 Juvenile,INT,Juvenile Fish Bypass Facility,1999-12-22T12:38:18Z,2001-01-22T10:52:04Z,130,234,234,"c(-121.9653, 45.636816)",NA,NA,NA,NA,NA
BON,Bonneville PH2 Juvenile,INT,Juvenile Fish Bypass Facility,1999-12-22T12:38:18Z,2001-01-22T10:52:04Z,130,234,234,"c(-121.9653, 45.636816)",NA,NA,NA,NA,NA
BON,Bonneville PH2 Juvenile,INT,Juvenile Fish Bypass Facility,1999-12-22T12:38:18Z,2001-01-22T10:52:04Z,130,234,234,"c(-121.9653, 45.636816)",NA,NA,NA,NA,NA
BON,Bonneville PH2 Juvenile,INT,Juvenile Fish Bypass Facility,1999-12-22T12:38:18Z,2001-01-22T10:52:04Z,130,234,234,"c(-121.9653, 45.636816)",NA,NA,NA,NA,NA
BON,Bonneville PH2 Juvenile,INT,Juvenile Fish Bypass Facility,1999-12-22T12:38:18Z,2001-01-22T10:52:04Z,130,234,234,"c(-121.9653, 45.636816)",NA,NA,NA,NA,NA
BON,Bonneville PH2 Juvenile,INT,Juvenile Fish Bypass Facility,1999-12-22T12:38:18Z,2001-01-22T10:52:04Z,130,234,234,"c(-121.9653, 45.636816)",NA,NA,NA,NA,NA
BON,Bonneville PH2 Juvenile,INT,Juvenile Fish Bypass Facility,1999-12-22T12:38:18Z,2001-01-22T10:52:04Z,130,234,234,"c(-121.9653, 45.636816)",NA,NA,NA,NA,NA
BON,Bonneville PH2 Juvenile,INT,Juvenile Fish Bypass Facility,1999-12-22T12:38:18Z,2001-01-22T10:52:04Z,130,234,234,"c(-121.9653, 45.636816)",NA,NA,NA,NA,NA
BON,Bonneville PH2 Juvenile,INT,Juvenile Fish Bypass Facility,2001-01-22T10:52:04Z,2006-03-01T00:00:00Z,140,234,234,"c(-121.9653, 45.636816)",NA,NA,NA,NA,NA
BON,Bonneville PH2 Juvenile,INT,Juvenile Fish Bypass Facility,2001-01-22T10:52:04Z,2006-03-01T00:00:00Z,140,234,234,"c(-121.9653, 45.636816)",NA,NA,NA,NA,NA
BON,Bonneville PH2 Juvenile,INT,Juvenile Fish Bypass Facility,2001-01-22T10:52:04Z,2006-03-01T00:00:00Z,140,234,234,"c(-121.9653, 45.636816)",NA,NA,NA,NA,NA
BON,Bonneville PH2 Juvenile,INT,Juvenile Fish Bypass Facility,2001-01-22T10:52:04Z,2006-03-01T00:00:00Z,140,234,234,"c(-121.9653, 45.636816)",NA,NA,NA,NA,NA
BON,Bonneville PH2 Juvenile,INT,Juvenile Fish Bypass Facility,2001-01-22T10:52:04Z,2006-03-01T00:00:00Z,140,234,234,"c(-121.9653, 45.636816)",NA,NA,NA,NA,NA
BON,Bonneville PH2 Juvenile,INT,Juvenile Fish Bypass Facility,2001-01-22T10:52:04Z,2006-03-01T00:00:00Z,140,234,234,"c(-121.9653, 45.636816)",NA,NA,NA,NA,NA
BON,Bonneville PH2 Juvenile,INT,Juvenile Fish Bypass Facility,2001-01-22T10:52:04Z,2006-03-01T00:00:00Z,140,234,234,"c(-121.9653, 45.636816)",NA,NA,NA,NA,NA
BON,Bonneville PH2 Juvenile,INT,Juvenile Fish Bypass Facility,2001-01-22T10:52:04Z,2006-03-01T00:00:00Z,140,234,234,"c(-121.9653, 45.636816)",NA,NA,NA,NA,NA
BON,Bonneville PH2 Juvenile,INT,Juvenile Fish Bypass Facility,2001-01-22T10:52:04Z,2006-03-01T00:00:00Z,140,234,234,"c(-121.9653, 45.636816)",NA,NA,NA,NA,NA
BON,Bonneville PH2 Juvenile,INT,Juvenile Fish Bypass Facility,2001-01-22T10:52:04Z,2006-03-01T00:00:00Z,140,234,234,"c(-121.9653, 45.636816)",NA,NA,NA,NA,NA
BON,Bonneville PH2 Juvenile,INT,Juvenile Fish Bypass Facility,2001-01-22T10:52:04Z,2006-03-01T00:00:00Z,140,234,234,"c(-121.9653, 45.636816)",NA,NA,NA,NA,NA
