site_code,site_name,site_type,site_type_name,start_date,end_date,config_id,rkm,rkm_total,geometry,sthd_DPS,sthd_MPG,sthd_POP_NAME,sthd_TRT_POPID,sthd_GSI_Group
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,1994-01-01T00:00:00Z,2000-01-20T09:32:22Z,110,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,1994-01-01T00:00:00Z,2000-01-20T09:32:22Z,110,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,1994-01-01T00:00:00Z,2000-01-20T09:32:22Z,110,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,1994-01-01T00:00:00Z,2000-01-20T09:32:22Z,110,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,1994-01-01T00:00:00Z,2000-01-20T09:32:22Z,110,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,1994-01-01T00:00:00Z,2000-01-20T09:32:22Z,110,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,1994-01-01T00:00:00Z,2000-01-20T09:32:22Z,110,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,1994-01-01T00:00:00Z,2000-01-20T09:32:22Z,110,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,1994-01-01T00:00:00Z,2000-01-20T09:32:22Z,110,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,1994-01-01T00:00:00Z,2000-01-20T09:32:22Z,110,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,1994-01-01T00:00:00Z,2000-01-20T09:32:22Z,110,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,1994-01-01T00:00:00Z,2000-01-20T09:32:22Z,110,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,1994-01-01T00:00:00Z,2000-01-20T09:32:22Z,110,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,1994-01-01T00:00:00Z,2000-01-20T09:32:22Z,110,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,1994-01-01T00:00:00Z,2000-01-20T09:32:22Z,110,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,1994-01-01T00:00:00Z,2000-01-20T09:32:22Z,110,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,1994-01-01T00:00:00Z,2000-01-20T09:32:22Z,110,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,1994-01-01T00:00:00Z,2000-01-20T09:32:22Z,110,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,1994-01-01T00:00:00Z,2000-01-20T09:32:22Z,110,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,1994-01-01T00:00:00Z,2000-01-20T09:32:22Z,110,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2000-01-03T09:32:22Z,2006-01-01T00:00:00Z,120,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2000-01-03T09:32:22Z,2006-01-01T00:00:00Z,120,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2000-01-03T09:32:22Z,2006-01-01T00:00:00Z,120,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2000-01-03T09:32:22Z,2006-01-01T00:00:00Z,120,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2000-01-03T09:32:22Z,2006-01-01T00:00:00Z,120,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2000-01-03T09:32:22Z,2006-01-01T00:00:00Z,120,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2000-01-03T09:32:22Z,2006-01-01T00:00:00Z,120,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2000-01-03T09:32:22Z,2006-01-01T00:00:00Z,120,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2000-01-03T09:32:22Z,2006-01-01T00:00:00Z,120,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2000-01-03T09:32:22Z,2006-01-01T00:00:00Z,120,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2000-01-03T09:32:22Z,2006-01-01T00:00:00Z,120,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2000-01-03T09:32:22Z,2006-01-01T00:00:00Z,120,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2000-01-03T09:32:22Z,2006-01-01T00:00:00Z,120,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2000-01-03T09:32:22Z,2006-01-01T00:00:00Z,120,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2000-01-03T09:32:22Z,2006-01-01T00:00:00Z,120,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2000-01-03T09:32:22Z,2006-01-01T00:00:00Z,120,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2000-01-03T09:32:22Z,2006-01-01T00:00:00Z,120,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2000-01-03T09:32:22Z,2006-01-01T00:00:00Z,120,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2000-01-03T09:32:22Z,2006-01-01T00:00:00Z,120,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2000-01-03T09:32:22Z,2006-01-01T00:00:00Z,120,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2000-01-03T09:32:22Z,2006-01-01T00:00:00Z,120,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2000-01-03T09:32:22Z,2006-01-01T00:00:00Z,120,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2000-01-03T09:32:22Z,2006-01-01T00:00:00Z,120,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2006-01-01T00:00:00Z,2007-03-01T00:00:00Z,130,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2006-01-01T00:00:00Z,2007-03-01T00:00:00Z,130,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2006-01-01T00:00:00Z,2007-03-01T00:00:00Z,130,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2006-01-01T00:00:00Z,2007-03-01T00:00:00Z,130,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2006-01-01T00:00:00Z,2007-03-01T00:00:00Z,130,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2006-01-01T00:00:00Z,2007-03-01T00:00:00Z,130,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2006-01-01T00:00:00Z,2007-03-01T00:00:00Z,130,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2006-01-01T00:00:00Z,2007-03-01T00:00:00Z,130,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2006-01-01T00:00:00Z,2007-03-01T00:00:00Z,130,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2006-01-01T00:00:00Z,2007-03-01T00:00:00Z,130,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2006-01-01T00:00:00Z,2007-03-01T00:00:00Z,130,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2006-01-01T00:00:00Z,2007-03-01T00:00:00Z,130,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2006-01-01T00:00:00Z,2007-03-01T00:00:00Z,130,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2006-01-01T00:00:00Z,2007-03-01T00:00:00Z,130,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2006-01-01T00:00:00Z,2007-03-01T00:00:00Z,130,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2006-01-01T00:00:00Z,2007-03-01T00:00:00Z,130,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2006-01-01T00:00:00Z,2007-03-01T00:00:00Z,130,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2006-01-01T00:00:00Z,2007-03-01T00:00:00Z,130,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2006-01-01T00:00:00Z,2007-03-01T00:00:00Z,130,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2006-01-01T00:00:00Z,2007-03-01T00:00:00Z,130,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2006-01-01T00:00:00Z,2007-03-01T00:00:00Z,130,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2006-01-01T00:00:00Z,2007-03-01T00:00:00Z,130,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2006-01-01T00:00:00Z,2007-03-01T00:00:00Z,130,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2006-01-01T00:00:00Z,2007-03-01T00:00:00Z,130,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2006-01-01T00:00:00Z,2007-03-01T00:00:00Z,130,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2007-03-01T00:00:00Z,2018-03-15T10:00:00Z,140,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2007-03-01T00:00:00Z,2018-03-15T10:00:00Z,140,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2007-03-01T00:00:00Z,2018-03-15T10:00:00Z,140,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2007-03-01T00:00:00Z,2018-03-15T10:00:00Z,140,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2007-03-01T00:00:00Z,2018-03-15T10:00:00Z,140,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2007-03-01T00:00:00Z,2018-03-15T10:00:00Z,140,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2007-03-01T00:00:00Z,2018-03-15T10:00:00Z,140,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2007-03-01T00:00:00Z,2018-03-15T10:00:00Z,140,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2007-03-01T00:00:00Z,2018-03-15T10:00:00Z,140,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2007-03-01T00:00:00Z,2018-03-15T10:00:00Z,140,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2007-03-01T00:00:00Z,2018-03-15T10:00:00Z,140,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2007-03-01T00:00:00Z,2018-03-15T10:00:00Z,140,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2007-03-01T00:00:00Z,2018-03-15T10:00:00Z,140,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2007-03-01T00:00:00Z,2018-03-15T10:00:00Z,140,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2007-03-01T00:00:00Z,2018-03-15T10:00:00Z,140,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2007-03-01T00:00:00Z,2018-03-15T10:00:00Z,140,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2007-03-01T00:00:00Z,2018-03-15T10:00:00Z,140,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2007-03-01T00:00:00Z,2018-03-15T10:00:00Z,140,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2007-03-01T00:00:00Z,2018-03-15T10:00:00Z,140,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2007-03-01T00:00:00Z,2018-03-15T10:00:00Z,140,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2007-03-01T00:00:00Z,2018-03-15T10:00:00Z,140,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2007-03-01T00:00:00Z,2018-03-15T10:00:00Z,140,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2007-03-01T00:00:00Z,2018-03-15T10:00:00Z,140,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2007-03-01T00:00:00Z,2018-03-15T10:00:00Z,140,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2007-03-01T00:00:00Z,2018-03-15T10:00:00Z,140,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2007-03-01T00:00:00Z,2018-03-15T10:00:00Z,140,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2018-03-15T10:00:00Z,2021-03-12T11:30:00Z,150,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2018-03-15T10:00:00Z,2021-03-12T11:30:00Z,150,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2018-03-15T10:00:00Z,2021-03-12T11:30:00Z,150,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2018-03-15T10:00:00Z,2021-03-12T11:30:00Z,150,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2018-03-15T10:00:00Z,2021-03-12T11:30:00Z,150,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2018-03-15T10:00:00Z,2021-03-12T11:30:00Z,150,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2018-03-15T10:00:00Z,2021-03-12T11:30:00Z,150,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2018-03-15T10:00:00Z,2021-03-12T11:30:00Z,150,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2018-03-15T10:00:00Z,2021-03-12T11:30:00Z,150,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2018-03-15T10:00:00Z,2021-03-12T11:30:00Z,150,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2018-03-15T10:00:00Z,2021-03-12T11:30:00Z,150,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2018-03-15T10:00:00Z,2021-03-12T11:30:00Z,150,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2018-03-15T10:00:00Z,2021-03-12T11:30:00Z,150,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2018-03-15T10:00:00Z,2021-03-12T11:30:00Z,150,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2018-03-15T10:00:00Z,2021-03-12T11:30:00Z,150,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2018-03-15T10:00:00Z,2021-03-12T11:30:00Z,150,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2018-03-15T10:00:00Z,2021-03-12T11:30:00Z,150,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2018-03-15T10:00:00Z,2021-03-12T11:30:00Z,150,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2018-03-15T10:00:00Z,2021-03-12T11:30:00Z,150,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2018-03-15T10:00:00Z,2021-03-12T11:30:00Z,150,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2018-03-15T10:00:00Z,2021-03-12T11:30:00Z,150,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2018-03-15T10:00:00Z,2021-03-12T11:30:00Z,150,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2018-03-15T10:00:00Z,2021-03-12T11:30:00Z,150,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2018-03-15T10:00:00Z,2021-03-12T11:30:00Z,150,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2018-03-15T10:00:00Z,2021-03-12T11:30:00Z,150,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2018-03-15T10:00:00Z,2021-03-12T11:30:00Z,150,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2018-03-15T10:00:00Z,2021-03-12T11:30:00Z,150,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2018-03-15T10:00:00Z,2021-03-12T11:30:00Z,150,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2018-03-15T10:00:00Z,2021-03-12T11:30:00Z,150,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2021-03-12T11:30:00Z,NA,160,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2021-03-12T11:30:00Z,NA,160,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2021-03-12T11:30:00Z,NA,160,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2021-03-12T11:30:00Z,NA,160,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2021-03-12T11:30:00Z,NA,160,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2021-03-12T11:30:00Z,NA,160,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
GRS,Lower Granite Dam Juvenile,INT,Juvenile Fish Bypass Facility,2021-03-12T11:30:00Z,NA,160,522.173,695,"c(-117.436261, 46.660394)",NA,NA,NA,NA,NA
